2019/1/14 星期一 14:40:52	正在初始化...已完成
2019/1/14 星期一 17:18:58	[任务5]快速出票安全期,等待1771ms

2019/1/14 星期一 17:19:00	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/14 星期一 17:19:00	[返回无票]该数据为缓存,将G1014车次放入小黑屋480秒...

2019/1/14 星期一 17:19:00	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 17:19:30	开始预订G1006次列车车票...

2019/1/14 星期一 17:19:30	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 17:19:30	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 17:19:30	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 17:19:30	[返回无票]该数据为缓存,将G1006车次放入小黑屋120秒...

2019/1/14 星期一 17:19:30	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 17:24:50	开始预订Z230次列车车票...

2019/1/14 星期一 17:24:50	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 17:24:50	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 17:24:51	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 17:24:51	[返回无票]该数据为缓存,将Z230车次放入小黑屋360秒...

2019/1/14 星期一 17:24:51	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 17:27:50	开始预订G1002次列车车票...

2019/1/14 星期一 17:27:50	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 17:27:50	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 17:27:56	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 17:27:56	[返回无票]该数据为缓存,将G1002车次放入小黑屋300秒...

2019/1/14 星期一 17:27:56	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 17:31:27	开始预订Z230次列车车票...

2019/1/14 星期一 17:31:27	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 17:31:27	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 17:31:28	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 17:31:28	[返回无票]该数据为缓存,将Z230车次放入小黑屋420秒...

2019/1/14 星期一 17:31:28	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 17:34:11	开始预订G1002次列车车票...

2019/1/14 星期一 17:34:11	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 17:34:11	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 17:34:12	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 17:34:12	[返回无票]该数据为缓存,将G1002车次放入小黑屋360秒...

2019/1/14 星期一 17:34:12	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 17:46:09	开始预订G1014次列车车票...

2019/1/14 星期一 17:46:09	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 17:46:09	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 17:46:10	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 17:46:10	[返回无票]该数据为缓存,将G1014车次放入小黑屋60秒...

2019/1/14 星期一 17:46:10	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 17:46:26	开始预订G1004次列车车票...

2019/1/14 星期一 17:46:26	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 17:46:26	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 17:46:26	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 17:46:26	[返回无票]该数据为缓存,将G1004车次放入小黑屋60秒...

2019/1/14 星期一 17:46:26	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 17:48:03	开始预订G1014次列车车票...

2019/1/14 星期一 17:48:03	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 17:48:03	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 17:48:04	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 17:48:04	[返回无票]该数据为缓存,将G1014车次放入小黑屋60秒...

2019/1/14 星期一 17:48:04	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 17:48:38	开始预订G1004次列车车票...

2019/1/14 星期一 17:48:38	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 17:48:38	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 17:48:40	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 17:48:40	[返回无票]该数据为缓存,将G1004车次放入小黑屋60秒...

2019/1/14 星期一 17:48:40	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 17:50:03	开始预订G1008次列车车票...

2019/1/14 星期一 17:50:03	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 17:50:03	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 17:50:04	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 17:50:04	[返回无票]该数据为缓存,将G1008车次放入小黑屋60秒...

2019/1/14 星期一 17:50:04	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 17:50:15	开始预订G1014次列车车票...

2019/1/14 星期一 17:50:15	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 17:50:15	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 17:50:18	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 17:50:18	[返回无票]该数据为缓存,将G1014车次放入小黑屋660秒...

2019/1/14 星期一 17:50:18	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 17:51:12	开始预订G1004次列车车票...

2019/1/14 星期一 17:51:12	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 17:51:12	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 17:51:16	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 17:51:16	[返回无票]该数据为缓存,将G1004车次放入小黑屋60秒...

2019/1/14 星期一 17:51:16	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 17:51:24	开始预订G1022次列车车票...

2019/1/14 星期一 17:51:24	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 17:51:24	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 17:51:26	[任务2]实时余票为(1)张,继续提交...

2019/1/14 星期一 17:51:26	[任务4]当前无需验证码,开始提交订单...

2019/1/14 星期一 17:51:26	[任务5]快速出票安全期,等待2293ms

2019/1/14 星期一 17:51:30	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/14 星期一 17:51:30	[返回无票]该数据为缓存,将G1022车次放入小黑屋780秒...

2019/1/14 星期一 17:51:30	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 17:51:44	开始预订G1008次列车车票...

2019/1/14 星期一 17:51:44	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 17:51:44	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 17:51:45	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 17:51:45	[返回无票]该数据为缓存,将G1008车次放入小黑屋60秒...

2019/1/14 星期一 17:51:45	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 17:51:58	开始预订G1036次列车车票...

2019/1/14 星期一 17:51:58	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 17:51:58	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 17:51:59	[任务2]实时余票为(1)张,继续提交...

2019/1/14 星期一 17:51:59	[任务4]当前无需验证码,开始提交订单...

2019/1/14 星期一 17:51:59	[任务5]快速出票安全期,等待3132ms

2019/1/14 星期一 17:52:02	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/14 星期一 17:52:02	[返回无票]该数据为缓存,将G1036车次放入小黑屋60秒...

2019/1/14 星期一 17:52:02	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 17:52:28	开始预订G1004次列车车票...

2019/1/14 星期一 17:52:28	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 17:52:28	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 17:52:29	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 17:52:29	[返回无票]该数据为缓存,将G1004车次放入小黑屋120秒...

2019/1/14 星期一 17:52:29	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 17:52:51	开始预订G1312次列车车票...

2019/1/14 星期一 17:52:51	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 17:52:51	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 17:52:52	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 17:52:52	[返回无票]该数据为缓存,将G1312车次放入小黑屋60秒...

2019/1/14 星期一 17:52:52	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 17:53:04	开始预订G1008次列车车票...

2019/1/14 星期一 17:53:04	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 17:53:04	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 17:53:09	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 17:53:09	[返回无票]该数据为缓存,将G1008车次放入小黑屋60秒...

2019/1/14 星期一 17:53:09	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 17:53:14	开始预订G1036次列车车票...

2019/1/14 星期一 17:53:14	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 17:53:14	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 17:53:14	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 17:53:14	[返回无票]该数据为缓存,将G1036车次放入小黑屋60秒...

2019/1/14 星期一 17:53:14	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 17:53:55	开始预订G1002次列车车票...

2019/1/14 星期一 17:53:55	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 17:53:55	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 17:53:56	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 17:53:56	[返回无票]该数据为缓存,将G1002车次放入小黑屋420秒...

2019/1/14 星期一 17:53:56	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 17:54:11	开始预订G1312次列车车票...

2019/1/14 星期一 17:54:11	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 17:54:11	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 17:54:12	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 17:54:12	[返回无票]该数据为缓存,将G1312车次放入小黑屋60秒...

2019/1/14 星期一 17:54:12	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 17:54:23	开始预订G1036次列车车票...

2019/1/14 星期一 17:54:23	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 17:54:23	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 17:54:25	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 17:54:25	[返回无票]该数据为缓存,将G1036车次放入小黑屋120秒...

2019/1/14 星期一 17:54:25	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 17:54:32	开始预订G1004次列车车票...

2019/1/14 星期一 17:54:32	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 17:54:32	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 17:54:33	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 17:54:33	[返回无票]该数据为缓存,将G1004车次放入小黑屋180秒...

2019/1/14 星期一 17:54:33	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 17:54:50	开始预订G1008次列车车票...

2019/1/14 星期一 17:54:50	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 17:54:50	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 17:54:51	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 17:54:51	[返回无票]该数据为缓存,将G1008车次放入小黑屋120秒...

2019/1/14 星期一 17:54:51	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 17:55:27	开始预订G1312次列车车票...

2019/1/14 星期一 17:55:27	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 17:55:27	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 17:55:27	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 17:55:27	[返回无票]该数据为缓存,将G1312车次放入小黑屋60秒...

2019/1/14 星期一 17:55:27	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 17:56:54	开始预订G1036次列车车票...

2019/1/14 星期一 17:56:54	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 17:56:54	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 17:56:55	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 17:56:55	[返回无票]该数据为缓存,将G1036车次放入小黑屋180秒...

2019/1/14 星期一 17:56:55	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 17:56:57	开始预订G1312次列车车票...

2019/1/14 星期一 17:56:57	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 17:56:57	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 17:57:00	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 17:57:00	[返回无票]该数据为缓存,将G1312车次放入小黑屋120秒...

2019/1/14 星期一 17:57:00	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 17:57:11	开始预订G1008次列车车票...

2019/1/14 星期一 17:57:11	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 17:57:11	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 17:57:17	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 17:57:17	[返回无票]该数据为缓存,将G1008车次放入小黑屋180秒...

2019/1/14 星期一 17:57:17	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 17:59:09	开始预订G1312次列车车票...

2019/1/14 星期一 17:59:09	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 17:59:09	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 17:59:09	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 17:59:09	[返回无票]该数据为缓存,将G1312车次放入小黑屋180秒...

2019/1/14 星期一 17:59:09	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 18:00:37	开始预订G1036次列车车票...

2019/1/14 星期一 18:00:37	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 18:00:37	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 18:00:38	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 18:00:38	[返回无票]该数据为缓存,将G1036车次放入小黑屋240秒...

2019/1/14 星期一 18:00:38	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 18:01:19	开始预订G1014次列车车票...

2019/1/14 星期一 18:01:19	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 18:01:19	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 18:01:21	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 18:01:21	[返回无票]该数据为缓存,将G1014车次放入小黑屋720秒...

2019/1/14 星期一 18:01:21	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 18:02:12	开始预订G1312次列车车票...

2019/1/14 星期一 18:02:12	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 18:02:12	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 18:02:14	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 18:02:14	[返回无票]该数据为缓存,将G1312车次放入小黑屋240秒...

2019/1/14 星期一 18:02:14	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 18:02:57	开始预订G1012次列车车票...

2019/1/14 星期一 18:02:57	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 18:02:57	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 18:02:58	[任务2]实时余票为(1)张,继续提交...

2019/1/14 星期一 18:02:58	[任务4]当前无需验证码,开始提交订单...

2019/1/14 星期一 18:02:58	[任务5]快速出票安全期,等待2731ms

2019/1/14 星期一 18:03:01	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/14 星期一 18:03:02	[返回无票]该数据为缓存,将G1012车次放入小黑屋120秒...

2019/1/14 星期一 18:03:02	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 18:05:53	开始预订G822次列车车票...

2019/1/14 星期一 18:05:53	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 18:05:53	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 18:05:54	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 18:05:54	[返回无票]该数据为缓存,将G822车次放入小黑屋60秒...

2019/1/14 星期一 18:05:54	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 18:07:31	开始预订G822次列车车票...

2019/1/14 星期一 18:07:31	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 18:07:31	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 18:07:40	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 18:07:40	[返回无票]该数据为缓存,将G822车次放入小黑屋60秒...

2019/1/14 星期一 18:07:40	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 18:07:41	开始预订G1012次列车车票...

2019/1/14 星期一 18:07:41	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 18:07:41	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 18:07:42	[任务2]实时余票为(1)张,继续提交...

2019/1/14 星期一 18:07:42	[任务4]当前无需验证码,开始提交订单...

2019/1/14 星期一 18:07:42	[任务5]快速出票安全期,等待3293ms

2019/1/14 星期一 18:07:46	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/14 星期一 18:07:46	[返回无票]该数据为缓存,将G1012车次放入小黑屋180秒...

2019/1/14 星期一 18:07:46	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 18:09:09	开始预订G822次列车车票...

2019/1/14 星期一 18:09:09	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 18:09:09	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 18:09:09	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 18:09:09	[返回无票]该数据为缓存,将G822车次放入小黑屋60秒...

2019/1/14 星期一 18:09:09	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 18:10:58	开始预订G822次列车车票...

2019/1/14 星期一 18:10:58	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 18:10:58	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 18:11:03	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 18:11:03	[返回无票]该数据为缓存,将G822车次放入小黑屋120秒...

2019/1/14 星期一 18:11:03	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 18:13:05	开始预订G822次列车车票...

2019/1/14 星期一 18:13:05	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 18:13:05	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 18:13:09	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 18:13:09	[返回无票]该数据为缓存,将G822车次放入小黑屋180秒...

2019/1/14 星期一 18:13:09	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 18:22:11	开始预订G1014次列车车票...

2019/1/14 星期一 18:22:11	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 18:22:11	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 18:22:13	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 18:22:13	[返回无票]该数据为缓存,将G1014车次放入小黑屋60秒...

2019/1/14 星期一 18:22:13	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 18:24:08	开始预订G1014次列车车票...

2019/1/14 星期一 18:24:08	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 18:24:08	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 18:24:08	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 18:24:08	[返回无票]该数据为缓存,将G1014车次放入小黑屋60秒...

2019/1/14 星期一 18:24:08	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 18:25:46	开始预订G1014次列车车票...

2019/1/14 星期一 18:25:46	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 18:25:46	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 18:25:53	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 18:25:53	[返回无票]该数据为缓存,将G1014车次放入小黑屋60秒...

2019/1/14 星期一 18:25:53	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 18:26:44	开始预订G1010次列车车票...

2019/1/14 星期一 18:26:44	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 18:26:44	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 18:26:45	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 18:26:45	[返回无票]该数据为缓存,将G1010车次放入小黑屋240秒...

2019/1/14 星期一 18:26:45	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 18:27:06	开始预订G1014次列车车票...

2019/1/14 星期一 18:27:06	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 18:27:06	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 18:27:10	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 18:27:10	[返回无票]该数据为缓存,将G1014车次放入小黑屋960秒...

2019/1/14 星期一 18:27:10	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 18:31:54	开始预订G1312次列车车票...

2019/1/14 星期一 18:31:54	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 18:31:54	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 18:31:56	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 18:31:56	[返回无票]该数据为缓存,将G1312车次放入小黑屋300秒...

2019/1/14 星期一 18:31:56	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 18:32:11	开始预订G1036次列车车票...

2019/1/14 星期一 18:32:11	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 18:32:11	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 18:32:13	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 18:32:13	[返回无票]该数据为缓存,将G1036车次放入小黑屋300秒...

2019/1/14 星期一 18:32:13	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 18:33:58	开始预订G1010次列车车票...

2019/1/14 星期一 18:33:58	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 18:33:58	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 18:33:59	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 18:33:59	[返回无票]该数据为缓存,将G1010车次放入小黑屋300秒...

2019/1/14 星期一 18:33:59	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 18:37:07	开始预订G532次列车车票...

2019/1/14 星期一 18:37:07	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 18:37:07	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 18:37:08	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 18:37:08	[返回无票]该数据为缓存,将G532车次放入小黑屋60秒...

2019/1/14 星期一 18:37:08	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 18:37:21	开始预订G1036次列车车票...

2019/1/14 星期一 18:37:21	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 18:37:21	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 18:37:22	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 18:37:22	[返回无票]该数据为缓存,将G1036车次放入小黑屋360秒...

2019/1/14 星期一 18:37:22	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 18:37:29	开始预订G1312次列车车票...

2019/1/14 星期一 18:37:29	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 18:37:29	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 18:37:32	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 18:37:32	[返回无票]该数据为缓存,将G1312车次放入小黑屋360秒...

2019/1/14 星期一 18:37:32	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 18:39:44	开始预订G532次列车车票...

2019/1/14 星期一 18:39:44	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 18:39:44	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 18:39:45	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 18:39:46	[返回无票]该数据为缓存,将G532车次放入小黑屋60秒...

2019/1/14 星期一 18:39:46	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 18:41:39	开始预订G72次列车车票...

2019/1/14 星期一 18:41:39	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 18:41:39	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 18:41:40	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 18:41:40	[返回无票]该数据为缓存,将G72车次放入小黑屋180秒...

2019/1/14 星期一 18:41:40	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 18:42:25	开始预订G532次列车车票...

2019/1/14 星期一 18:42:25	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 18:42:25	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 18:42:27	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 18:42:27	[返回无票]该数据为缓存,将G532车次放入小黑屋60秒...

2019/1/14 星期一 18:42:27	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 18:44:01	开始预订G532次列车车票...

2019/1/14 星期一 18:44:01	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 18:44:01	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 18:44:02	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 18:44:02	[返回无票]该数据为缓存,将G532车次放入小黑屋120秒...

